City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
292,Odweyne,SO,68.77,scattered clouds,9.4092,45.064,Eng Hiirey House
294,Shwebo,MM,60.48,clear sky,22.5667,95.7,MOON SHINE Guest House
295,Cherdyn,RU,23.27,overcast clouds,60.403,56.4787,"Baza Otdykha ""Severnyy Ural"""
296,Huntsville,US,54.28,broken clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
297,Sipkovica,MK,27.36,light rain,42.035,20.9156,Snow Patrol Lodge
298,Villazon,BO,61.05,few clouds,-22.0866,-65.5942,La Candelaria
299,Coihueco,CL,79.54,few clouds,-36.6167,-71.8333,Frutillares Centro Coihueco
300,Jiwani,PK,73.31,overcast clouds,25.05,61.7417,Al Mumtaz Transport Jiwani
301,Apaseo El Alto,MX,69.82,overcast clouds,20.45,-100.6167,Hotel Gali
302,Laguna,US,55.09,scattered clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
303,Hereford,GB,51.4,broken clouds,52.0568,-2.7148,The Green Dragon Hotel
305,Moree,AU,71.62,few clouds,-29.4667,149.85,Molika Springs Motel
307,Rawson,AR,79.05,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
308,Jinchang,CN,20.82,broken clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
309,Bonavista,CA,30.11,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
310,Gasa,PS,58.17,light rain,31.5,34.4667,رابطة الفنانين الفلسطينيين
311,Buchanan,LR,85.96,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
312,Braco Do Norte,BR,93.56,broken clouds,-28.275,-49.1656,Costa Nobre Hotel
313,Santiago De Cuba,CU,84.31,scattered clouds,20.0247,-75.8219,Cubanacan San Felix
314,Palmira,CO,84.79,clear sky,3.5394,-76.3036,Hotel Las Victorias
315,Los Algarrobos,PA,84.61,scattered clouds,8.5,-82.4333,Waterfall Hostel
316,Santo Tomas,PH,77.32,few clouds,14.1079,121.1414,Microtel by Wyndham Batangas
318,Tucurui,BR,85.77,clear sky,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
320,Kropotkin,RU,38.19,broken clouds,45.4375,40.5756,Hotel Europe Kropotkin
321,Christchurch,NZ,79.0,scattered clouds,-43.5333,172.6333,The George
322,Tura,IN,56.25,light rain,25.5198,90.2201,Hotel RIKMAN Continental
324,Mitzic,GA,72.03,light rain,0.7821,11.549,Motel Emys
325,Sao Joao Da Barra,BR,84.29,light rain,-21.6403,-41.0511,Pousada Porto De Canoas
326,Necochea,AR,90.48,light rain,-38.5473,-58.7368,dyd -mar Hotel
327,Shostka,UA,25.57,clear sky,51.863,33.4698,Premiere Hotel
328,Morrope,PE,78.91,light rain,-6.5417,-80.0111,CASA WAYRA HOTEL
329,Butembo,CD,63.32,broken clouds,0.15,29.2833,Hotel Butembo
330,Eldoret,KE,62.69,light rain,0.5204,35.2699,Flora Homes
333,Mata,PT,48.76,broken clouds,40.683,-7.4592,Hostel EntryFik
336,Mitsamiouli,KM,80.89,few clouds,-11.3847,43.2844,Foyer ADM
338,Najran,SA,63.25,clear sky,17.4924,44.1277,محمد هادي ال فطيح
339,Port Blair,IN,78.84,light rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
340,Coleraine,GB,50.04,scattered clouds,55.1333,-6.6667,The Lodge Hotel
342,San Policarpo,PH,78.91,light rain,12.1791,125.5072,Agapita M. Nicart
343,Santa Cruz,BO,91.45,scattered clouds,-17.8,-63.1667,Aviador Hotel Boutique
344,Hobbs,US,33.89,clear sky,32.7026,-103.136,Best Western Executive Inn
346,Narsaq,GL,7.02,few clouds,60.9167,-46.05,Sleep In Narsaq
347,Berlevag,NO,19.2,light rain,70.8578,29.0864,Kvitbrakka
348,Bose,IT,57.96,clear sky,45.4612,8.0137,Locanda Borgo Antico
349,Pokhvistnevo,RU,30.02,light rain,53.6524,52.1274,Pohvistnevskaya Central Hotel
350,Barmer,IN,72.28,scattered clouds,25.75,71.3833,OYO 71911 Hotel Amber Palace
352,Honiara,SB,78.21,light rain,-9.4333,159.95,Heritage Park Hotel
353,Terrace,CA,25.43,clear sky,54.5163,-128.6035,Northern Motor Inn
355,Kandrian,PG,77.63,scattered clouds,-6.2167,149.55,Kandrian Station
359,Annavasal,IN,74.79,clear sky,10.4667,78.7,ஸ்ரீ சக்தி விநாயகர் கோவில்
360,Billings,US,1.36,scattered clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
361,Karakol,KG,16.93,few clouds,42.4907,78.3936,"Gostinitsa ""Al'tamira"""
363,Esil,KZ,13.12,scattered clouds,51.9556,66.4042,Egorkino Hotel
364,Shaowu,CN,40.44,few clouds,27.3409,117.4831,Yijie Express Hotel
366,Cabedelo,BR,88.47,clear sky,-6.9811,-34.8339,Hotel Pigalle
367,Zhanaozen,KZ,39.99,light rain,43.3,52.8,K.korabay 28A
368,Khoy,IR,22.24,clear sky,38.5504,44.9535,ترک سل
369,Haimen,CN,55.29,few clouds,23.1935,116.6142,Jinghao Business Hotel
370,Havelock,US,59.95,overcast clouds,34.8791,-76.9013,Sherwood Motel
373,Dolores,AR,90.66,few clouds,-36.3132,-57.6792,Apart Hotel - Arianos
374,Te Anau,NZ,59.67,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
376,Estacion Coahuila,MX,57.96,clear sky,32.1939,-115.0017,Hotel Las Cabañas
377,Lively,CA,27.52,scattered clouds,46.4334,-81.1498,Lively Inn and Suites - Sudbury
378,Hokitika,NZ,66.49,scattered clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
379,Korla,CN,23.94,broken clouds,41.7597,86.1469,Gulisitan Hotel
380,Lowestoft,GB,51.22,overcast clouds,52.4752,1.7516,Premier Inn Lowestoft hotel
382,Rakhiv,UA,28.89,clear sky,48.0526,24.2009,Olenka
383,La Palma,US,62.76,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
384,Veraval,IN,71.2,light rain,20.9,70.3667,Lords Inn Somnath
385,Isangel,VU,76.39,clear sky,-19.55,169.2667,Tanna Lodge
386,Arenapolis,BR,83.43,broken clouds,-14.4503,-56.8461,Mato Grosso Hotel
388,Haicheng,CN,9.19,broken clouds,40.8516,122.7475,Haicheng Grand Hotel
390,Kikwit,CD,72.72,scattered clouds,-5.041,18.8162,HOTEL PLACE YALABA
391,Avanigadda,IN,69.78,scattered clouds,16.0215,80.9181,AP Camping
392,Labuhan,ID,77.59,scattered clouds,-6.8844,112.2051,DoubleFAG
394,Tautira,PF,82.42,clear sky,-17.7333,-149.15,Pension Oaoa
395,Saint Anthony,US,6.42,light rain,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
396,Benjamin Hill,MX,63.18,light rain,30.1667,-111.1,Hotel Benjamín Hill
397,Kaeo,NZ,70.32,light rain,-35.1,173.7833,Bushido Lodge
399,Broome,US,42.01,overcast clouds,42.2506,-75.833,Chenango Valley State Park
400,Bengkulu,ID,76.5,scattered clouds,-3.8004,102.2655,Grage Hotel Bengkulu
401,Vestmanna,FO,38.32,overcast clouds,62.1564,-7.1664,Vestmanna Camping
402,Chikwawa,MW,77.14,light rain,-16.0335,34.8009,Thawale Lodge
403,Bambous Virieux,MU,81.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
404,Samana,DO,84.42,light rain,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
405,Shajapur,IN,64.74,broken clouds,23.4333,76.2667,Gajraj singh chawada
406,Geraldton,AU,90.01,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
407,Naze,JP,56.46,overcast clouds,28.3667,129.4833,Shishime Hotel
408,Bud,US,44.69,broken clouds,39.447,-86.1758,Ted McQuinn Trust
409,Salmas,IR,25.79,light rain,38.1973,44.7653,Ata Hotel
410,Stankov,CZ,39.15,broken clouds,49.5535,13.0698,Staňkov House Apartments
411,Sovetskiy,RU,22.15,few clouds,61.3614,63.5842,Apartment on Kievskaya 29
412,San Bartolome De Tirajana,ES,64.87,light rain,27.9248,-15.5733,Las Tirajanas
413,Vila Franca Do Campo,PT,64.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
414,Bairnsdale,AU,55.47,broken clouds,-37.8333,147.6167,Town Central Motel
415,Maniitsoq,GL,1.94,scattered clouds,65.4167,-52.9,Hotel Heilmann Lyberth
416,Coahuayana,MX,81.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
417,Praia Da Vitoria,PT,63.75,few clouds,38.7333,-27.0667,Hotel Branco I
418,Dingle,PH,73.26,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
419,Columbus,US,41.97,broken clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
420,Kamennogorsk,RU,12.83,scattered clouds,60.9545,29.1339,"Serafima, Gostinitsa"
421,Lorengau,PG,78.33,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
422,Del Rio,US,60.42,overcast clouds,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
423,Abbeville,FR,49.5,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
424,Yinchuan,CN,20.62,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
425,Cayenne,GF,80.64,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
426,Pensacola,US,67.19,scattered clouds,30.4213,-87.2169,Days Inn by Wyndham Pensacola - Historic Downtown
427,Kahului,US,67.68,light rain,20.8947,-156.47,Maui Seaside Hotel
428,Eyl,SO,75.69,clear sky,7.9803,49.8164,Amiin Hotel
429,Tuatapere,NZ,56.82,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
430,Quatre Cocos,MU,81.09,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
431,Aswan,EG,67.3,overcast clouds,24.0934,32.907,Nuba Nile
432,Ambilobe,MG,74.08,few clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
433,Inzer,RU,25.07,overcast clouds,54.2167,57.5556,Инзер Кафе
435,Namatanai,PG,77.94,few clouds,-3.6667,152.4333,Seagulls Inn Namatani
437,Ormara,PK,70.29,light rain,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
438,Kilindoni,TZ,81.72,few clouds,-7.9139,39.6668,Bustani B&B
439,Myitkyina,MM,51.35,scattered clouds,25.3833,97.4,Shwe Phyu Hotel
440,Asau,RO,32.92,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
441,Una,IN,68.61,few clouds,20.8167,71.0333,Hotel Harbhole
442,Jalu,LY,55.63,clear sky,29.0331,21.5482,صاحبة الفخامة
443,Shakawe,BW,73.38,clear sky,-18.3667,21.85,Ditlhapi Guest House
444,Antsohihy,MG,77.05,light rain,-14.8796,47.9875,Hotel de Ville
445,Lubao,PH,78.82,clear sky,14.9167,120.55,Hacienda Gracia
446,Auriflama,BR,73.71,light rain,-20.6856,-50.5547,Capoia´s Hotel
447,Vao,NC,77.76,light rain,-22.6667,167.4833,Hotel Kou-Bugny
448,Ostrovskoye,RU,18.34,light rain,57.8057,42.2433,Country house Sosnoviy Bor Ostrovtsy
449,Pulandian,CN,14.13,broken clouds,39.3953,121.9669,HR East Hotel
450,Condega,NI,81.79,scattered clouds,13.365,-86.3985,Estancia Doña Rosario
451,Markova,UA,35.19,clear sky,48.6758,24.4138,Vas.VOM
452,Kirakira,SB,79.39,light rain,-10.4544,161.9205,SanBiz Lodge
454,Wilmington,US,57.9,scattered clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
455,Rosetta,EG,60.62,clear sky,31.4044,30.4164,Green Valley
457,Launceston,AU,52.81,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
458,Esmeralda,CU,83.44,overcast clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
459,Fukue,JP,46.11,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
460,Marsh Harbour,BS,72.21,few clouds,26.5412,-77.0636,Abaco Beach Resort
462,Maragogi,BR,84.25,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
463,Margate,GB,51.04,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
464,Escanaba,US,17.96,few clouds,45.7453,-87.0646,Sunset Lodge
465,Sitka,US,33.69,light rain,57.0531,-135.33,Westmark Sitka
466,Rio Gallegos,AR,60.85,light rain,-51.6226,-69.2181,Hotel Santa Cruz
468,Gouyave,GD,83.17,overcast clouds,12.1646,-61.7296,Rumboat Retreat
470,Coruripe,BR,85.95,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
471,Grenada,ES,68.36,light rain,37.1882,-3.6067,HOTEL REINA CRISTINA
472,Atoyac,MX,68.36,broken clouds,20.0167,-103.5333,OYO Hotel Del Portal
474,Bend,US,33.48,scattered clouds,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
475,Kabwe,ZM,67.35,light rain,-14.4469,28.4464,Tuskers
476,Batemans Bay,AU,58.91,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
477,Chikhli,IN,71.19,clear sky,20.35,76.25,Satish shete home
478,Port Hawkesbury,CA,32.04,overcast clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
479,Leuna,DE,42.26,overcast clouds,51.3167,12.0167,SKYHOTEL Merseburg
480,Salihli,TR,54.12,broken clouds,38.4826,28.1477,Ozcelik Hotel
481,Havoysund,NO,23.23,few clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
482,Chapais,CA,24.58,clear sky,49.7834,-74.8492,Hôtel Opémiska
486,Amberley,US,44.06,few clouds,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
487,Bom Jesus,BR,83.89,light rain,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
488,Kenai,US,17.65,broken clouds,60.5544,-151.2583,Aspen Extended Stay Suites
489,Lianyuan,CN,32.7,light rain,27.6883,111.6642,Lianyuan Hotel
490,West Bay,KY,84.27,few clouds,19.3667,-81.4167,Calypso Cove
492,Coihaique,CL,67.95,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
493,Acari,PE,82.04,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
494,San Carlos De Bariloche,AR,73.15,overcast clouds,-41.1456,-71.3082,Hotel Patagonia
495,San Ramon De La Nueva Oran,AR,99.43,scattered clouds,-23.1322,-64.326,Hotel Residencial Centro
496,Harper,LR,82.0,clear sky,4.375,-7.7169,Screensaver
497,Chipinge,ZW,67.42,few clouds,-20.1883,32.6236,Chipinge Breeze Lodge
498,Emerald,AU,75.34,light rain,-23.5333,148.1667,The Irish Village
499,Palu,ID,74.71,scattered clouds,-0.8917,119.8707,Hotel Santika Palu
500,Lethem,GY,94.26,broken clouds,3.3803,-59.7968,Savannah Inn
501,Westport,US,46.72,scattered clouds,41.1415,-73.3579,The Westport Inn
502,Matara,LK,74.66,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
505,Montgomery,US,45.97,light rain,39.1501,-77.1997,"Holiday Inn Gaithersburg, an IHG Hotel"
507,Luang Prabang,LA,64.9,scattered clouds,19.8856,102.1347,The Apsara
509,Lithgow,AU,55.08,scattered clouds,-33.4833,150.15,Zig Zag Motel Lithgow
510,Nemuro,JP,21.9,few clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
511,Kupang,ID,78.42,clear sky,-10.1667,123.5833,Hotel On The Rock by Prasanthi
513,Bandarban,BD,56.37,few clouds,22.1965,92.2262,"Hilltop, Hafazgona, Bandarban"
514,The Valley,AI,84.06,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
515,Dzilam Gonzalez,MX,86.2,few clouds,21.2833,-88.9333,posadas
516,Alvdal,NO,10.24,few clouds,62.1077,10.6307,Taverna Alvdal
517,Porteirinha,BR,86.25,scattered clouds,-15.7433,-43.0283,Portal Palace Hotel
518,Olinda,BR,85.73,overcast clouds,-8.0089,-34.8553,Pousada Sitio Do Carmo
519,Camana,PE,75.22,clear sky,-16.6228,-72.7111,Hostal Morales
522,Cidreira,BR,79.23,overcast clouds,-30.1811,-50.2056,Hotel Castelo
523,Ngaoundere,CM,73.02,few clouds,7.3167,13.5833,Hotel Mentong Palace
524,Sao Felix Do Xingu,BR,89.71,clear sky,-6.6447,-51.995,Rio Xingu Camping
525,Tecoanapa,MX,80.96,scattered clouds,16.5167,-98.75,Hotel Manglares
526,Vanimo,PG,77.07,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
527,Svetlyy,RU,30.96,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
528,Apatity,RU,8.82,overcast clouds,67.5641,33.4031,Guest House
529,Noyabrsk,RU,3.99,scattered clouds,63.1994,75.4507,Hotel Uyutnaya
531,Santa Isabel Do Rio Negro,BR,89.62,clear sky,-0.4139,-65.0192,Hotel GSA
532,Sonamukhi,IN,67.21,clear sky,23.3,87.4167,Debraj Guest House
533,Ghanzi,BW,77.9,scattered clouds,-21.5667,21.7833,Ghanzi Farmhouse
534,Masvingo,ZW,76.12,overcast clouds,-20.0637,30.8277,River Side Lodge
535,Impfondo,CG,78.46,clear sky,1.6381,18.0667,Auberge La Place de Jules
536,Natal,BR,88.45,overcast clouds,-5.795,-35.2094,Villa Park Hotel | Natal
537,Anadyr,RU,4.93,broken clouds,64.75,177.4833,Отке17.ру — жильё для командированных
538,Kathmandu,NP,46.62,light rain,27.7167,85.3167,Hotel Shanker Kathmandu
539,Oktyabrskoye,RU,30.34,overcast clouds,43.0645,44.7417,Prolesok Mini-hotel
540,Culebra,PR,85.66,light rain,18.303,-65.301,Palmetto Guesthouse
541,Dublin,US,57.09,clear sky,37.7021,-121.9358,Pleasanton Marriott
542,Biltine,TD,71.71,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
543,Gat,IL,56.8,clear sky,31.61,34.7642,OlusHome
544,Asuncion,PY,99.9,broken clouds,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
546,Bridlington,GB,51.3,scattered clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
547,Tucumcari,US,19.94,light rain,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
549,Boqueirao,BR,89.15,light rain,-7.5,-36.1333,Hotel Chique Chique
550,Palmer,US,45.03,clear sky,42.1584,-72.3287,Wedgewood Motel
551,Vestmannaeyjar,IS,34.79,overcast clouds,63.4427,-20.2734,Glamping & Camping
552,Esperance,AU,57.04,few clouds,-33.8667,121.9,Hospitality Esperance
553,Birjand,IR,36.07,overcast clouds,32.8663,59.2211,Birjand Tourist Hotel
555,Causapscal,CA,29.64,broken clouds,48.3542,-67.227,Camping Causapscal chez Moose
557,Padang,ID,77.88,light rain,-0.9492,100.3543,Mercure Padang
558,Tangi,PK,51.8,scattered clouds,34.3006,71.6536,White light hair dresser tangi sudiar khan
560,Kalulushi,ZM,65.7,scattered clouds,-12.8378,28.0919,Nobutula Lodge
562,Port Hedland,AU,78.85,overcast clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
563,Jeremie,HT,80.92,light rain,18.65,-74.1167,Auberge’Inn
564,Potosi,BO,52.66,clear sky,-19.5836,-65.7531,Hostal La Casona Potosí
565,Shenzhen,CN,58.14,clear sky,22.5455,114.0683,Shenzhen Shanghai Hotel
568,Luau,AO,66.76,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
569,Linguere,SN,98.82,light rain,15.3953,-15.1193,AYO Casablanca
570,Bundaberg,AU,75.49,few clouds,-24.85,152.35,Takalvan Motel
571,Dwarka,IN,73.29,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
573,Yeppoon,AU,74.98,light rain,-23.1333,150.7333,Villa Mar Colina
575,Kamaishi,JP,30.87,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
576,Kermanshah,IR,34.7,few clouds,34.3142,47.065,Sina Hotel
577,Mapiripan,CO,99.05,clear sky,2.8892,-72.1256,Monserrate
578,Halmstad,SE,34.9,clear sky,56.6745,12.8568,Best Western Plus Grand Hotel
579,Beira,MZ,82.49,light rain,-19.8436,34.8389,Beira Terrace Hotel
580,Cooma,AU,47.97,overcast clouds,-36.2333,149.1333,High Country Motel
581,Banepa,NP,44.92,clear sky,27.6298,85.5214,Dhulikhel Lodge Resort
582,Bon Air,US,51.67,clear sky,37.5249,-77.5578,DoubleTree by Hilton Hotel Richmond - Midlothian
