City_ID,City_ID,Country,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
290,290,ID,Sungaipenuh,-2.0833,101.3833,64.87,96,96,2.82,few clouds
291,291,MY,Beaufort,5.3473,115.7455,78.96,92,74,3.33,clear sky
292,292,SO,Odweyne,9.4092,45.064,68.77,63,98,14.52,scattered clouds
293,293,RU,Kortkeros,61.8106,51.5806,26.6,93,100,7.52,scattered clouds
294,294,MM,Shwebo,22.5667,95.7,60.48,48,0,5.41,clear sky
295,295,RU,Cherdyn,60.403,56.4787,23.27,94,99,7.81,overcast clouds
296,296,US,Huntsville,34.7304,-86.5861,54.28,84,100,5.01,broken clouds
297,297,MK,Sipkovica,42.035,20.9156,27.36,89,41,6.17,light rain
298,298,BO,Villazon,-22.0866,-65.5942,61.05,45,60,8.5,few clouds
299,299,CL,Coihueco,-36.6167,-71.8333,79.54,34,0,8.05,few clouds
300,300,PK,Jiwani,25.05,61.7417,73.31,43,0,15.08,overcast clouds
301,301,MX,Apaseo El Alto,20.45,-100.6167,69.82,36,0,5.66,overcast clouds
302,302,US,Laguna,38.421,-121.4238,55.09,42,0,8.01,scattered clouds
303,303,GB,Hereford,52.0568,-2.7148,51.4,82,95,5.66,broken clouds
304,304,RU,Chokurdakh,70.6333,147.9167,-18.9,99,65,6.78,scattered clouds
305,305,AU,Moree,-29.4667,149.85,71.62,94,75,9.22,few clouds
306,306,MN,Baruun-Urt,46.6806,113.2792,-10.23,91,46,3.8,broken clouds
307,307,AR,Rawson,-43.3002,-65.1023,79.05,29,99,13.35,overcast clouds
308,308,CN,Jinchang,38.4953,102.1739,20.82,35,38,3.89,broken clouds
309,309,CA,Bonavista,48.6499,-53.1147,30.11,72,61,9.8,overcast clouds
310,310,PS,Gasa,31.5,34.4667,58.17,60,100,7.63,light rain
311,311,LR,Buchanan,5.8808,-10.0467,85.96,70,24,10.8,broken clouds
312,312,BR,Braco Do Norte,-28.275,-49.1656,93.56,50,7,8.84,broken clouds
313,313,CU,Santiago De Cuba,20.0247,-75.8219,84.31,58,40,5.75,scattered clouds
314,314,CO,Palmira,3.5394,-76.3036,84.79,51,40,4.61,clear sky
315,315,PA,Los Algarrobos,8.5,-82.4333,84.61,54,20,4.61,scattered clouds
316,316,PH,Santo Tomas,14.1079,121.1414,77.32,86,96,6.44,few clouds
317,317,RU,Arman,59.7,150.1667,6.01,82,92,10.56,overcast clouds
318,318,BR,Tucurui,-3.7661,-49.6725,85.77,67,74,3.15,clear sky
319,319,MN,Darhan,49.4867,105.9228,-5.53,93,93,4.99,overcast clouds
320,320,RU,Kropotkin,45.4375,40.5756,38.19,86,100,6.06,broken clouds
321,321,NZ,Christchurch,-43.5333,172.6333,79.0,63,100,1.01,scattered clouds
322,322,IN,Tura,25.5198,90.2201,56.25,61,2,4.21,light rain
323,323,FI,Kajaani,64.2273,27.7285,-3.95,84,0,3.44,clear sky
324,324,GA,Mitzic,0.7821,11.549,72.03,85,95,3.96,light rain
325,325,BR,Sao Joao Da Barra,-21.6403,-41.0511,84.29,88,100,4.81,light rain
326,326,AR,Necochea,-38.5473,-58.7368,90.48,37,75,12.66,light rain
327,327,UA,Shostka,51.863,33.4698,25.57,96,100,10.56,clear sky
328,328,PE,Morrope,-6.5417,-80.0111,78.91,47,3,18.86,light rain
329,329,CD,Butembo,0.15,29.2833,63.32,74,99,2.89,broken clouds
330,330,KE,Eldoret,0.5204,35.2699,62.69,77,75,3.44,light rain
331,331,RU,Togur,58.3631,82.8265,5.38,98,93,5.91,scattered clouds
332,332,RU,Egvekinot,66.3167,-179.1667,-7.74,79,11,18.72,clear sky
333,333,PT,Mata,40.683,-7.4592,48.76,73,5,1.83,broken clouds
334,334,KZ,Ayagoz,47.9714,80.4392,0.72,79,100,9.46,light rain
335,335,TM,Murgab,37.4966,61.9714,46.27,61,11,0.0,clear sky
336,336,KM,Mitsamiouli,-11.3847,43.2844,80.89,83,20,3.44,few clouds
337,337,NP,Salme,28.0369,85.0942,41.29,76,87,3.47,scattered clouds
338,338,SA,Najran,17.4924,44.1277,63.25,34,21,5.06,clear sky
339,339,IN,Port Blair,11.6667,92.75,78.84,78,20,3.44,light rain
340,340,GB,Coleraine,55.1333,-6.6667,50.04,86,100,11.9,scattered clouds
341,341,CA,Haines Junction,60.7522,-137.5108,-7.65,84,100,3.44,scattered clouds
342,342,PH,San Policarpo,12.1791,125.5072,78.91,84,100,14.72,light rain
343,343,BO,Santa Cruz,-17.8,-63.1667,91.45,55,40,11.5,scattered clouds
344,344,US,Hobbs,32.7026,-103.136,33.89,60,75,13.8,clear sky
345,345,UZ,Gazli,40.1333,63.45,42.3,58,0,5.1,clear sky
346,346,GL,Narsaq,60.9167,-46.05,7.02,67,1,5.95,few clouds
347,347,NO,Berlevag,70.8578,29.0864,19.2,86,40,8.05,light rain
348,348,IT,Bose,45.4612,8.0137,57.96,52,0,5.48,clear sky
349,349,RU,Pokhvistnevo,53.6524,52.1274,30.02,97,100,13.4,light rain
350,350,IN,Barmer,25.75,71.3833,72.28,31,0,13.78,scattered clouds
351,351,MG,Beloha,-25.1667,45.05,74.14,73,0,21.23,clear sky
352,352,SB,Honiara,-9.4333,159.95,78.21,87,100,5.12,light rain
353,353,CA,Terrace,54.5163,-128.6035,25.43,93,100,9.22,clear sky
354,354,RU,Vostok,46.4856,135.8833,-4.7,99,100,3.69,few clouds
355,355,PG,Kandrian,-6.2167,149.55,77.63,87,100,12.46,scattered clouds
356,356,RU,Tazovskiy,67.4667,78.7,-17.01,99,65,7.43,scattered clouds
357,357,KZ,Kachiry,53.0675,76.1036,-1.95,99,74,5.06,overcast clouds
358,358,CA,Moose Factory,51.2585,-80.6094,-0.4,55,0,17.27,scattered clouds
359,359,IN,Annavasal,10.4667,78.7,74.79,71,5,5.26,clear sky
360,360,US,Billings,45.7833,-108.5007,1.36,69,20,5.75,scattered clouds
361,361,KG,Karakol,42.4907,78.3936,16.93,63,97,7.05,few clouds
362,362,US,Hibbing,47.4272,-92.9377,-4.56,70,100,12.66,light rain
363,363,KZ,Esil,51.9556,66.4042,13.12,89,97,7.23,scattered clouds
364,364,CN,Shaowu,27.3409,117.4831,40.44,97,100,1.88,few clouds
365,365,RU,Aginskoye,51.1,114.53,-16.17,95,31,5.53,light rain
366,366,BR,Cabedelo,-6.9811,-34.8339,88.47,64,77,13.04,clear sky
367,367,KZ,Zhanaozen,43.3,52.8,39.99,80,18,9.53,light rain
368,368,IR,Khoy,38.5504,44.9535,22.24,80,8,5.66,clear sky
369,369,CN,Haimen,23.1935,116.6142,55.29,89,100,16.37,few clouds
370,370,US,Havelock,34.8791,-76.9013,59.95,72,18,3.71,overcast clouds
371,371,US,Bemidji,47.4736,-94.8803,-2.81,65,0,8.05,broken clouds
372,372,RU,Zhigansk,66.7697,123.3711,-12.44,98,100,1.03,overcast clouds
373,373,AR,Dolores,-36.3132,-57.6792,90.66,35,7,10.2,few clouds
374,374,NZ,Te Anau,-45.4167,167.7167,59.67,97,100,3.94,broken clouds
375,375,RU,Severobaykalsk,55.65,109.3167,-12.01,92,59,4.68,light rain
376,376,MX,Estacion Coahuila,32.1939,-115.0017,57.96,11,0,22.5,clear sky
377,377,CA,Lively,46.4334,-81.1498,27.52,77,100,7.07,scattered clouds
378,378,NZ,Hokitika,-42.7167,170.9667,66.49,99,100,15.64,scattered clouds
379,379,CN,Korla,41.7597,86.1469,23.94,56,23,5.03,broken clouds
380,380,GB,Lowestoft,52.4752,1.7516,51.22,90,99,9.95,overcast clouds
381,381,NO,Oksfjord,70.2396,22.3479,24.98,87,77,10.02,overcast clouds
382,382,UA,Rakhiv,48.0526,24.2009,28.89,97,99,2.04,clear sky
383,383,US,La Palma,33.8464,-118.0467,62.76,44,0,1.01,clear sky
384,384,IN,Veraval,20.9,70.3667,71.2,80,17,10.74,light rain
385,385,VU,Isangel,-19.55,169.2667,76.39,89,87,0.4,clear sky
386,386,BR,Arenapolis,-14.4503,-56.8461,83.43,74,55,2.26,broken clouds
387,387,CA,Wainwright,52.839,-110.8572,-25.69,95,74,8.28,clear sky
388,388,CN,Haicheng,40.8516,122.7475,9.19,85,1,2.53,broken clouds
389,389,RU,Ulagan,50.6321,87.9563,-7.31,99,90,1.36,clear sky
390,390,CD,Kikwit,-5.041,18.8162,72.72,92,99,2.13,scattered clouds
391,391,IN,Avanigadda,16.0215,80.9181,69.78,75,21,5.75,scattered clouds
392,392,ID,Labuhan,-6.8844,112.2051,77.59,87,54,6.46,scattered clouds
393,393,NG,Lagos,6.5833,3.75,88.12,62,1,7.45,overcast clouds
394,394,PF,Tautira,-17.7333,-149.15,82.42,75,25,20.2,clear sky
395,395,US,Saint Anthony,45.0205,-93.218,6.42,64,0,5.99,light rain
396,396,MX,Benjamin Hill,30.1667,-111.1,63.18,40,83,8.63,light rain
397,397,NZ,Kaeo,-35.1,173.7833,70.32,91,100,7.85,light rain
398,398,GL,Aasiaat,68.7098,-52.8699,-6.52,85,88,14.5,light rain
399,399,US,Broome,42.2506,-75.833,42.01,69,0,4.0,overcast clouds
400,400,ID,Bengkulu,-3.8004,102.2655,76.5,86,94,4.56,scattered clouds
401,401,FO,Vestmanna,62.1564,-7.1664,38.32,93,75,4.61,overcast clouds
402,402,MW,Chikwawa,-16.0335,34.8009,77.14,88,6,3.11,light rain
403,403,MU,Bambous Virieux,-20.3428,57.7575,81.21,94,75,34.52,scattered clouds
404,404,DO,Samana,19.2056,-69.3369,84.42,74,40,6.91,light rain
405,405,IN,Shajapur,23.4333,76.2667,64.74,41,1,8.46,broken clouds
406,406,AU,Geraldton,-28.7667,114.6,90.01,18,45,18.41,scattered clouds
407,407,JP,Naze,28.3667,129.4833,56.46,88,100,17.72,overcast clouds
408,408,US,Bud,39.447,-86.1758,44.69,97,100,6.08,broken clouds
409,409,IR,Salmas,38.1973,44.7653,25.79,74,6,5.44,light rain
410,410,CZ,Stankov,49.5535,13.0698,39.15,79,63,13.51,broken clouds
411,411,RU,Sovetskiy,61.3614,63.5842,22.15,97,100,5.12,few clouds
412,412,ES,San Bartolome De Tirajana,27.9248,-15.5733,64.87,46,0,8.05,light rain
413,413,PT,Vila Franca Do Campo,37.7167,-25.4333,64.2,74,20,11.03,scattered clouds
414,414,AU,Bairnsdale,-37.8333,147.6167,55.47,90,42,6.08,broken clouds
415,415,GL,Maniitsoq,65.4167,-52.9,1.94,84,99,16.93,scattered clouds
416,416,MX,Coahuayana,18.7333,-103.6833,81.88,30,0,5.39,clear sky
417,417,PT,Praia Da Vitoria,38.7333,-27.0667,63.75,77,20,10.18,few clouds
418,418,PH,Dingle,10.9995,122.6711,73.26,95,94,7.65,scattered clouds
419,419,US,Columbus,39.9612,-82.9988,41.97,92,100,1.99,broken clouds
420,420,RU,Kamennogorsk,60.9545,29.1339,12.83,97,90,2.57,scattered clouds
421,421,PG,Lorengau,-2.0226,147.2712,78.33,83,100,7.27,broken clouds
422,422,US,Del Rio,29.3627,-100.8968,60.42,91,100,6.91,overcast clouds
423,423,FR,Abbeville,50.1,1.8333,49.5,95,86,7.96,overcast clouds
424,424,CN,Yinchuan,38.4681,106.2731,20.62,21,2,5.55,overcast clouds
425,425,GF,Cayenne,4.9333,-52.3333,80.64,86,100,10.0,scattered clouds
426,426,US,Pensacola,30.4213,-87.2169,67.19,83,75,1.99,scattered clouds
427,427,US,Kahului,20.8947,-156.47,67.68,78,0,5.75,light rain
428,428,SO,Eyl,7.9803,49.8164,75.69,76,41,18.39,clear sky
429,429,NZ,Tuatapere,-46.1333,167.6833,56.82,93,100,7.38,overcast clouds
430,430,MU,Quatre Cocos,-20.2078,57.7625,81.09,95,100,37.4,broken clouds
431,431,EG,Aswan,24.0934,32.907,67.3,34,0,9.22,overcast clouds
432,432,MG,Ambilobe,-13.2,49.05,74.08,94,100,1.14,few clouds
433,433,RU,Inzer,54.2167,57.5556,25.07,90,99,7.2,overcast clouds
434,434,SS,Raga,8.4596,25.678,80.2,20,55,5.1,broken clouds
435,435,PG,Namatanai,-3.6667,152.4333,77.94,83,100,5.32,few clouds
436,436,CN,Manzhouli,49.6,117.4333,-15.41,95,43,6.29,scattered clouds
437,437,PK,Ormara,25.2088,64.6357,70.29,36,0,29.15,light rain
438,438,TZ,Kilindoni,-7.9139,39.6668,81.72,79,75,12.75,few clouds
439,439,MM,Myitkyina,25.3833,97.4,51.35,91,13,3.69,scattered clouds
440,440,RO,Asau,46.4333,26.4,32.92,88,97,6.24,overcast clouds
441,441,IN,Una,20.8167,71.0333,68.61,69,10,10.0,few clouds
442,442,LY,Jalu,29.0331,21.5482,55.63,45,38,11.5,clear sky
443,443,BW,Shakawe,-18.3667,21.85,73.38,72,46,2.13,clear sky
444,444,MG,Antsohihy,-14.8796,47.9875,77.05,86,100,4.65,light rain
445,445,PH,Lubao,14.9167,120.55,78.82,79,57,5.59,clear sky
446,446,BR,Auriflama,-20.6856,-50.5547,73.71,89,100,3.74,light rain
447,447,NC,Vao,-22.6667,167.4833,77.76,82,58,16.84,light rain
448,448,RU,Ostrovskoye,57.8057,42.2433,18.34,95,100,7.0,light rain
449,449,CN,Pulandian,39.3953,121.9669,14.13,73,0,2.84,broken clouds
450,450,NI,Condega,13.365,-86.3985,81.79,26,10,7.27,scattered clouds
451,451,UA,Markova,48.6758,24.4138,35.19,86,98,6.6,clear sky
452,452,SB,Kirakira,-10.4544,161.9205,79.39,83,97,5.48,light rain
453,453,RU,Taseyevo,57.2169,94.8978,0.45,98,100,2.06,broken clouds
454,454,US,Wilmington,34.2257,-77.9447,57.9,59,100,4.61,scattered clouds
455,455,EG,Rosetta,31.4044,30.4164,60.62,51,100,10.85,clear sky
456,456,RU,Leningradskiy,69.3833,178.4167,-11.81,94,34,10.67,light rain
457,457,AU,Launceston,-41.45,147.1667,52.81,76,40,5.75,scattered clouds
458,458,CU,Esmeralda,21.8525,-78.1169,83.44,56,46,13.58,overcast clouds
459,459,JP,Fukue,32.6881,128.8419,46.11,52,99,15.5,broken clouds
460,460,BS,Marsh Harbour,26.5412,-77.0636,72.21,54,27,17.2,few clouds
461,461,PH,Sapa,5.1544,120.3241,78.82,82,97,5.08,scattered clouds
462,462,BR,Maragogi,-9.0122,-35.2225,84.25,63,26,10.89,few clouds
463,463,GB,Margate,51.3813,1.3862,51.04,78,95,10.2,broken clouds
464,464,US,Escanaba,45.7453,-87.0646,17.96,62,40,8.05,few clouds
465,465,US,Sitka,57.0531,-135.33,33.69,86,90,4.61,light rain
466,466,AR,Rio Gallegos,-51.6226,-69.2181,60.85,48,40,14.97,light rain
467,467,RU,Ozernovskiy,51.5,156.5167,25.92,79,93,6.22,clear sky
468,468,GD,Gouyave,12.1646,-61.7296,83.17,74,40,23.02,overcast clouds
469,469,RU,Okhotsk,59.3833,143.3,4.86,74,100,18.34,clear sky
470,470,BR,Coruripe,-10.1256,-36.1756,85.95,57,9,14.41,few clouds
471,471,ES,Grenada,37.1882,-3.6067,68.36,23,0,0.0,light rain
472,472,MX,Atoyac,20.0167,-103.5333,68.36,20,0,5.37,broken clouds
473,473,RU,Kamenka,51.3223,42.7678,32.76,99,100,7.02,light rain
474,474,US,Bend,44.0582,-121.3153,33.48,75,0,1.99,scattered clouds
475,475,ZM,Kabwe,-14.4469,28.4464,67.35,95,38,2.91,light rain
476,476,AU,Batemans Bay,-35.7167,150.1833,58.91,71,86,8.28,clear sky
477,477,IN,Chikhli,20.35,76.25,71.19,29,26,2.3,clear sky
478,478,CA,Port Hawkesbury,45.6169,-61.3485,32.04,72,40,8.01,overcast clouds
479,479,DE,Leuna,51.3167,12.0167,42.26,71,77,1.99,overcast clouds
480,480,TR,Salihli,38.4826,28.1477,54.12,88,100,7.58,broken clouds
481,481,NO,Havoysund,70.9963,24.6622,23.23,83,45,11.97,few clouds
482,482,CA,Chapais,49.7834,-74.8492,24.58,83,100,10.85,clear sky
483,483,RU,Peleduy,59.6289,112.7406,-10.68,100,100,2.86,scattered clouds
484,484,RU,Zyryanka,65.75,150.85,-26.46,100,32,0.51,clear sky
485,485,RU,Zapolyarnyy,69.4154,30.8136,-1.12,97,100,3.27,few clouds
486,486,US,Amberley,39.2048,-84.428,44.06,90,90,5.01,few clouds
487,487,BR,Bom Jesus,-9.0744,-44.3586,83.89,63,34,3.22,light rain
488,488,US,Kenai,60.5544,-151.2583,17.65,93,100,3.44,broken clouds
489,489,CN,Lianyuan,27.6883,111.6642,32.7,95,92,2.75,light rain
490,490,KY,West Bay,19.3667,-81.4167,84.27,76,40,3.0,few clouds
491,491,RU,Seymchan,62.8833,152.4333,-20.99,97,93,1.9,few clouds
492,492,CL,Coihaique,-45.5752,-72.0662,67.95,45,40,6.91,clear sky
493,493,PE,Acari,-15.4311,-74.6158,82.04,56,13,12.35,broken clouds
494,494,AR,San Carlos De Bariloche,-41.1456,-71.3082,73.15,38,75,14.97,overcast clouds
495,495,AR,San Ramon De La Nueva Oran,-23.1322,-64.326,99.43,30,68,5.64,scattered clouds
496,496,LR,Harper,4.375,-7.7169,82.0,72,79,9.64,clear sky
497,497,ZW,Chipinge,-20.1883,32.6236,67.42,87,31,4.7,few clouds
498,498,AU,Emerald,-23.5333,148.1667,75.34,100,100,6.91,light rain
499,499,ID,Palu,-0.8917,119.8707,74.71,90,100,2.48,scattered clouds
500,500,GY,Lethem,3.3803,-59.7968,94.26,36,80,11.14,broken clouds
501,501,US,Westport,41.1415,-73.3579,46.72,85,100,1.01,scattered clouds
502,502,LK,Matara,5.9485,80.5353,74.66,79,36,9.75,broken clouds
503,503,TZ,Naberera,-4.2,36.9333,66.36,81,94,6.64,light rain
504,504,PY,Tacuati,-23.45,-56.5833,101.01,26,9,5.59,few clouds
505,505,US,Montgomery,39.1501,-77.1997,45.97,79,20,3.0,light rain
506,506,RU,Yantal,56.8471,105.2542,-10.82,100,86,2.42,few clouds
507,507,LA,Luang Prabang,19.8856,102.1347,64.9,89,10,1.83,scattered clouds
508,508,RU,Kyakhta,50.3508,106.4494,-5.84,95,99,4.14,light rain
509,509,AU,Lithgow,-33.4833,150.15,55.08,97,100,2.71,scattered clouds
510,510,JP,Nemuro,43.3236,145.575,21.9,78,18,11.01,few clouds
511,511,ID,Kupang,-10.1667,123.5833,78.42,81,56,7.94,clear sky
512,512,US,Williston,48.147,-103.618,0.91,72,50,5.01,broken clouds
513,513,BD,Bandarban,22.1965,92.2262,56.37,84,0,2.35,few clouds
514,514,AI,The Valley,18.217,-63.0578,84.06,74,40,12.66,clear sky
515,515,MX,Dzilam Gonzalez,21.2833,-88.9333,86.2,47,7,8.95,few clouds
516,516,NO,Alvdal,62.1077,10.6307,10.24,94,60,2.59,few clouds
517,517,BR,Porteirinha,-15.7433,-43.0283,86.25,54,66,2.55,scattered clouds
518,518,BR,Olinda,-8.0089,-34.8553,85.73,66,40,10.36,overcast clouds
519,519,PE,Camana,-16.6228,-72.7111,75.22,71,59,10.76,clear sky
520,520,RU,Ostrovnoy,68.0531,39.5131,20.89,86,100,15.64,few clouds
521,521,RU,Ayan,56.45,138.1667,-1.17,66,100,14.76,light rain
522,522,BR,Cidreira,-30.1811,-50.2056,79.23,73,2,14.81,overcast clouds
523,523,CM,Ngaoundere,7.3167,13.5833,73.02,22,28,4.52,few clouds
524,524,BR,Sao Felix Do Xingu,-6.6447,-51.995,89.71,51,61,3.15,clear sky
525,525,MX,Tecoanapa,16.5167,-98.75,80.96,60,34,9.4,scattered clouds
526,526,PG,Vanimo,-2.6741,141.3028,77.07,85,99,2.37,broken clouds
527,527,RU,Svetlyy,54.675,20.1347,30.96,77,100,14.47,clear sky
528,528,RU,Apatity,67.5641,33.4031,8.82,95,96,3.06,overcast clouds
529,529,RU,Noyabrsk,63.1994,75.4507,3.99,97,61,13.33,scattered clouds
530,530,RU,Yar-Sale,66.8333,70.8333,-7.46,92,97,11.01,overcast clouds
531,531,BR,Santa Isabel Do Rio Negro,-0.4139,-65.0192,89.62,55,52,4.94,clear sky
532,532,IN,Sonamukhi,23.3,87.4167,67.21,41,2,4.09,clear sky
533,533,BW,Ghanzi,-21.5667,21.7833,77.9,56,88,7.18,scattered clouds
534,534,ZW,Masvingo,-20.0637,30.8277,76.12,61,92,4.36,overcast clouds
535,535,CG,Impfondo,1.6381,18.0667,78.46,28,59,2.1,clear sky
536,536,BR,Natal,-5.795,-35.2094,88.45,62,20,17.27,overcast clouds
537,537,RU,Anadyr,64.75,177.4833,4.93,63,0,15.23,broken clouds
538,538,NP,Kathmandu,27.7167,85.3167,46.62,87,75,2.3,light rain
539,539,RU,Oktyabrskoye,43.0645,44.7417,30.34,92,78,4.47,overcast clouds
540,540,PR,Culebra,18.303,-65.301,85.66,75,3,13.58,light rain
541,541,US,Dublin,37.7021,-121.9358,57.09,28,1,11.99,clear sky
542,542,TD,Biltine,14.5333,20.9167,71.71,13,11,9.42,clear sky
543,543,IL,Gat,31.61,34.7642,56.8,11,100,5.5,clear sky
544,544,PY,Asuncion,-25.3007,-57.6359,99.9,30,75,13.8,broken clouds
545,545,RU,Teguldet,57.3064,88.1667,9.63,99,98,3.02,scattered clouds
546,546,GB,Bridlington,54.0831,-0.1919,51.3,90,100,15.61,scattered clouds
547,547,US,Tucumcari,35.1717,-103.725,19.94,79,90,18.41,light rain
548,548,RU,Lokosovo,61.1333,74.8167,20.84,91,100,10.33,clear sky
549,549,BR,Boqueirao,-7.5,-36.1333,89.15,20,19,7.61,light rain
550,550,US,Palmer,42.1584,-72.3287,45.03,70,100,5.21,clear sky
551,551,IS,Vestmannaeyjar,63.4427,-20.2734,34.79,80,75,13.8,overcast clouds
552,552,AU,Esperance,-33.8667,121.9,57.04,72,0,13.31,few clouds
553,553,IR,Birjand,32.8663,59.2211,36.07,80,0,4.61,overcast clouds
554,554,RU,Urengoy,65.9667,78.3667,-16.71,99,87,7.45,scattered clouds
555,555,CA,Causapscal,48.3542,-67.227,29.64,91,100,12.91,broken clouds
556,556,RU,Zelenogorskiy,55.0333,87.0,14.52,100,91,2.37,scattered clouds
557,557,ID,Padang,-0.9492,100.3543,77.88,87,88,4.32,light rain
558,558,PK,Tangi,34.3006,71.6536,51.8,50,100,5.08,scattered clouds
559,559,CN,Shitanjing,39.2342,106.3439,15.6,24,5,5.91,few clouds
560,560,ZM,Kalulushi,-12.8378,28.0919,65.7,94,83,1.57,scattered clouds
561,561,,Walvis Bay,-22.9575,14.5053,74.35,56,0,13.8,overcast clouds
562,562,AU,Port Hedland,-20.3167,118.5667,78.85,94,100,5.75,overcast clouds
563,563,HT,Jeremie,18.65,-74.1167,80.92,67,13,5.55,light rain
564,564,BO,Potosi,-19.5836,-65.7531,52.66,66,40,11.5,clear sky
565,565,CN,Shenzhen,22.5455,114.0683,58.14,97,100,5.17,clear sky
566,566,KZ,Bestobe,52.4994,73.0975,7.5,91,100,5.55,broken clouds
567,567,RU,Solnechnyy,50.7214,136.6319,-8.48,98,79,2.8,scattered clouds
568,568,AO,Luau,-10.7073,22.2247,66.76,96,89,3.44,light rain
569,569,SN,Linguere,15.3953,-15.1193,98.82,19,0,16.11,light rain
570,570,AU,Bundaberg,-24.85,152.35,75.49,95,100,1.01,few clouds
571,571,IN,Dwarka,22.2394,68.9678,73.29,78,1,14.5,clear sky
572,572,ZM,Mufumbwe,-13.6833,24.8,67.14,93,98,2.28,overcast clouds
573,573,AU,Yeppoon,-23.1333,150.7333,74.98,82,100,1.63,light rain
574,574,MN,Erdenet,49.0333,104.0833,-8.12,90,16,4.72,few clouds
575,575,JP,Kamaishi,39.2667,141.8833,30.87,59,41,9.35,overcast clouds
576,576,IR,Kermanshah,34.3142,47.065,34.7,63,0,0.0,few clouds
577,577,CO,Mapiripan,2.8892,-72.1256,99.05,24,54,8.05,clear sky
578,578,SE,Halmstad,56.6745,12.8568,34.9,91,75,3.44,clear sky
579,579,MZ,Beira,-19.8436,34.8389,82.49,78,20,9.22,light rain
580,580,AU,Cooma,-36.2333,149.1333,47.97,87,100,8.05,overcast clouds
581,581,NP,Banepa,27.6298,85.5214,44.92,87,75,2.3,clear sky
582,582,US,Bon Air,37.5249,-77.5578,51.67,65,0,1.99,clear sky
