City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,Haicheng,40.8516,122.7475,9.19,85,1,2.53,CN,2022-02-02 17:36:16
389,Ulagan,50.6321,87.9563,-7.31,99,90,1.36,RU,2022-02-02 17:36:17
390,Kikwit,-5.041,18.8162,72.72,92,99,2.13,CD,2022-02-02 17:36:17
391,Avanigadda,16.0215,80.9181,69.78,75,21,5.75,IN,2022-02-02 17:36:18
392,Labuhan,-6.8844,112.2051,77.59,87,54,6.46,ID,2022-02-02 17:36:19
393,Lagos,6.5833,3.75,88.12,62,1,7.45,NG,2022-02-02 17:31:19
394,Tautira,-17.7333,-149.15,82.42,75,25,20.2,PF,2022-02-02 17:36:20
395,Saint Anthony,45.0205,-93.218,6.42,64,0,5.99,US,2022-02-02 17:36:20
396,Benjamin Hill,30.1667,-111.1,63.18,40,83,8.63,MX,2022-02-02 17:36:20
397,Kaeo,-35.1,173.7833,70.32,91,100,7.85,NZ,2022-02-02 17:36:21
398,Aasiaat,68.7098,-52.8699,-6.52,85,88,14.5,GL,2022-02-02 17:36:21
399,Broome,42.2506,-75.833,42.01,69,0,4.0,US,2022-02-02 17:36:22
400,Bengkulu,-3.8004,102.2655,76.5,86,94,4.56,ID,2022-02-02 17:36:22
401,Vestmanna,62.1564,-7.1664,38.32,93,75,4.61,FO,2022-02-02 17:36:23
402,Chikwawa,-16.0335,34.8009,77.14,88,6,3.11,MW,2022-02-02 17:36:23
403,Bambous Virieux,-20.3428,57.7575,81.21,94,75,34.52,MU,2022-02-02 17:36:24
404,Samana,19.2056,-69.3369,84.42,74,40,6.91,DO,2022-02-02 17:36:24
405,Shajapur,23.4333,76.2667,64.74,41,1,8.46,IN,2022-02-02 17:36:25
406,Geraldton,-28.7667,114.6,90.01,18,45,18.41,AU,2022-02-02 17:36:25
407,Naze,28.3667,129.4833,56.46,88,100,17.72,JP,2022-02-02 17:36:26
408,Bud,39.447,-86.1758,44.69,97,100,6.08,US,2022-02-02 17:36:27
409,Salmas,38.1973,44.7653,25.79,74,6,5.44,IR,2022-02-02 17:36:27
410,Stankov,49.5535,13.0698,39.15,79,63,13.51,CZ,2022-02-02 17:36:27
411,Sovetskiy,61.3614,63.5842,22.15,97,100,5.12,RU,2022-02-02 17:37:28
412,San Bartolome De Tirajana,27.9248,-15.5733,64.87,46,0,8.05,ES,2022-02-02 17:37:29
413,Vila Franca Do Campo,37.7167,-25.4333,64.2,74,20,11.03,PT,2022-02-02 17:37:29
414,Bairnsdale,-37.8333,147.6167,55.47,90,42,6.08,AU,2022-02-02 17:37:30
415,Maniitsoq,65.4167,-52.9,1.94,84,99,16.93,GL,2022-02-02 17:37:30
416,Coahuayana,18.7333,-103.6833,81.88,30,0,5.39,MX,2022-02-02 17:37:31
417,Praia Da Vitoria,38.7333,-27.0667,63.75,77,20,10.18,PT,2022-02-02 17:37:32
418,Dingle,10.9995,122.6711,73.26,95,94,7.65,PH,2022-02-02 17:37:32
419,Columbus,39.9612,-82.9988,41.97,92,100,1.99,US,2022-02-02 17:35:20
420,Kamennogorsk,60.9545,29.1339,12.83,97,90,2.57,RU,2022-02-02 17:37:33
421,Lorengau,-2.0226,147.2712,78.33,83,100,7.27,PG,2022-02-02 17:37:33
422,Del Rio,29.3627,-100.8968,60.42,91,100,6.91,US,2022-02-02 17:37:34
423,Abbeville,50.1,1.8333,49.5,95,86,7.96,FR,2022-02-02 17:37:34
424,Yinchuan,38.4681,106.2731,20.62,21,2,5.55,CN,2022-02-02 17:37:35
425,Cayenne,4.9333,-52.3333,80.64,86,100,10.0,GF,2022-02-02 17:37:35
426,Pensacola,30.4213,-87.2169,67.19,83,75,1.99,US,2022-02-02 17:36:23
427,Kahului,20.8947,-156.47,67.68,78,0,5.75,US,2022-02-02 17:33:45
428,Eyl,7.9803,49.8164,75.69,76,41,18.39,SO,2022-02-02 17:37:36
429,Tuatapere,-46.1333,167.6833,56.82,93,100,7.38,NZ,2022-02-02 17:37:37
430,Quatre Cocos,-20.2078,57.7625,81.09,95,100,37.4,MU,2022-02-02 17:37:37
431,Aswan,24.0934,32.907,67.3,34,0,9.22,EG,2022-02-02 17:37:38
432,Ambilobe,-13.2,49.05,74.08,94,100,1.14,MG,2022-02-02 17:37:38
433,Inzer,54.2167,57.5556,25.07,90,99,7.2,RU,2022-02-02 17:37:39
434,Raga,8.4596,25.678,80.2,20,55,5.1,SS,2022-02-02 17:37:39
435,Namatanai,-3.6667,152.4333,77.94,83,100,5.32,PG,2022-02-02 17:37:40
436,Manzhouli,49.6,117.4333,-15.41,95,43,6.29,CN,2022-02-02 17:37:40
437,Ormara,25.2088,64.6357,70.29,36,0,29.15,PK,2022-02-02 17:37:41
438,Kilindoni,-7.9139,39.6668,81.72,79,75,12.75,TZ,2022-02-02 17:37:41
439,Myitkyina,25.3833,97.4,51.35,91,13,3.69,MM,2022-02-02 17:37:42
440,Asau,46.4333,26.4,32.92,88,97,6.24,RO,2022-02-02 17:37:42
441,Una,20.8167,71.0333,68.61,69,10,10.0,IN,2022-02-02 17:37:43
442,Jalu,29.0331,21.5482,55.63,45,38,11.5,LY,2022-02-02 17:37:43
443,Shakawe,-18.3667,21.85,73.38,72,46,2.13,BW,2022-02-02 17:37:44
444,Antsohihy,-14.8796,47.9875,77.05,86,100,4.65,MG,2022-02-02 17:37:45
445,Lubao,14.9167,120.55,78.82,79,57,5.59,PH,2022-02-02 17:37:45
446,Auriflama,-20.6856,-50.5547,73.71,89,100,3.74,BR,2022-02-02 17:37:46
447,Vao,-22.6667,167.4833,77.76,82,58,16.84,NC,2022-02-02 17:37:46
448,Ostrovskoye,57.8057,42.2433,18.34,95,100,7.0,RU,2022-02-02 17:37:47
449,Pulandian,39.3953,121.9669,14.13,73,0,2.84,CN,2022-02-02 17:37:48
450,Condega,13.365,-86.3985,81.79,26,10,7.27,NI,2022-02-02 17:37:48
451,Markova,48.6758,24.4138,35.19,86,98,6.6,UA,2022-02-02 17:37:48
452,Kirakira,-10.4544,161.9205,79.39,83,97,5.48,SB,2022-02-02 17:37:49
453,Taseyevo,57.2169,94.8978,0.45,98,100,2.06,RU,2022-02-02 17:37:50
454,Wilmington,34.2257,-77.9447,57.9,59,100,4.61,US,2022-02-02 17:33:52
455,Rosetta,31.4044,30.4164,60.62,51,100,10.85,EG,2022-02-02 17:37:50
456,Leningradskiy,69.3833,178.4167,-11.81,94,34,10.67,RU,2022-02-02 17:37:51
457,Launceston,-41.45,147.1667,52.81,76,40,5.75,AU,2022-02-02 17:37:16
458,Esmeralda,21.8525,-78.1169,83.44,56,46,13.58,CU,2022-02-02 17:38:52
459,Fukue,32.6881,128.8419,46.11,52,99,15.5,JP,2022-02-02 17:38:52
460,Marsh Harbour,26.5412,-77.0636,72.21,54,27,17.2,BS,2022-02-02 17:38:53
461,Sapa,5.1544,120.3241,78.82,82,97,5.08,PH,2022-02-02 17:38:53
462,Maragogi,-9.0122,-35.2225,84.25,63,26,10.89,BR,2022-02-02 17:38:54
463,Margate,51.3813,1.3862,51.04,78,95,10.2,GB,2022-02-02 17:38:54
464,Escanaba,45.7453,-87.0646,17.96,62,40,8.05,US,2022-02-02 17:35:44
465,Sitka,57.0531,-135.33,33.69,86,90,4.61,US,2022-02-02 17:38:55
466,Rio Gallegos,-51.6226,-69.2181,60.85,48,40,14.97,AR,2022-02-02 17:38:55
467,Ozernovskiy,51.5,156.5167,25.92,79,93,6.22,RU,2022-02-02 17:38:56
468,Gouyave,12.1646,-61.7296,83.17,74,40,23.02,GD,2022-02-02 17:38:56
469,Okhotsk,59.3833,143.3,4.86,74,100,18.34,RU,2022-02-02 17:38:57
470,Coruripe,-10.1256,-36.1756,85.95,57,9,14.41,BR,2022-02-02 17:38:58
471,Grenada,37.1882,-3.6067,68.36,23,0,0.0,ES,2022-02-02 17:38:58
472,Atoyac,20.0167,-103.5333,68.36,20,0,5.37,MX,2022-02-02 17:38:59
473,Kamenka,51.3223,42.7678,32.76,99,100,7.02,RU,2022-02-02 17:38:59
474,Bend,44.0582,-121.3153,33.48,75,0,1.99,US,2022-02-02 17:34:35
475,Kabwe,-14.4469,28.4464,67.35,95,38,2.91,ZM,2022-02-02 17:39:00
476,Batemans Bay,-35.7167,150.1833,58.91,71,86,8.28,AU,2022-02-02 17:39:01
477,Chikhli,20.35,76.25,71.19,29,26,2.3,IN,2022-02-02 17:39:01
478,Port Hawkesbury,45.6169,-61.3485,32.04,72,40,8.01,CA,2022-02-02 17:34:50
479,Leuna,51.3167,12.0167,42.26,71,77,1.99,DE,2022-02-02 17:39:02
480,Salihli,38.4826,28.1477,54.12,88,100,7.58,TR,2022-02-02 17:39:02
481,Havoysund,70.9963,24.6622,23.23,83,45,11.97,NO,2022-02-02 17:39:03
482,Chapais,49.7834,-74.8492,24.58,83,100,10.85,CA,2022-02-02 17:39:04
483,Peleduy,59.6289,112.7406,-10.68,100,100,2.86,RU,2022-02-02 17:39:04
484,Zyryanka,65.75,150.85,-26.46,100,32,0.51,RU,2022-02-02 17:39:05
485,Zapolyarnyy,69.4154,30.8136,-1.12,97,100,3.27,RU,2022-02-02 17:39:05
486,Amberley,39.2048,-84.428,44.06,90,90,5.01,US,2022-02-02 17:39:06
487,Bom Jesus,-9.0744,-44.3586,83.89,63,34,3.22,BR,2022-02-02 17:39:06
488,Kenai,60.5544,-151.2583,17.65,93,100,3.44,US,2022-02-02 17:35:21
489,Lianyuan,27.6883,111.6642,32.7,95,92,2.75,CN,2022-02-02 17:39:07
490,West Bay,19.3667,-81.4167,84.27,76,40,3.0,KY,2022-02-02 17:39:08
491,Seymchan,62.8833,152.4333,-20.99,97,93,1.9,RU,2022-02-02 17:39:09
492,Coihaique,-45.5752,-72.0662,67.95,45,40,6.91,CL,2022-02-02 17:39:09
493,Acari,-15.4311,-74.6158,82.04,56,13,12.35,PE,2022-02-02 17:39:10
494,San Carlos De Bariloche,-41.1456,-71.3082,73.15,38,75,14.97,AR,2022-02-02 17:39:10
495,San Ramon De La Nueva Oran,-23.1322,-64.326,99.43,30,68,5.64,AR,2022-02-02 17:39:11
496,Harper,4.375,-7.7169,82.0,72,79,9.64,LR,2022-02-02 17:39:12
497,Chipinge,-20.1883,32.6236,67.42,87,31,4.7,ZW,2022-02-02 17:39:12
498,Emerald,-23.5333,148.1667,75.34,100,100,6.91,AU,2022-02-02 17:39:13
499,Palu,-0.8917,119.8707,74.71,90,100,2.48,ID,2022-02-02 17:39:14
500,Lethem,3.3803,-59.7968,94.26,36,80,11.14,GY,2022-02-02 17:39:14
501,Westport,41.1415,-73.3579,46.72,85,100,1.01,US,2022-02-02 17:39:15
502,Matara,5.9485,80.5353,74.66,79,36,9.75,LK,2022-02-02 17:39:15
503,Naberera,-4.2,36.9333,66.36,81,94,6.64,TZ,2022-02-02 17:39:16
504,Tacuati,-23.45,-56.5833,101.01,26,9,5.59,PY,2022-02-02 17:39:16
505,Montgomery,39.1501,-77.1997,45.97,79,20,3.0,US,2022-02-02 17:35:44
506,Yantal,56.8471,105.2542,-10.82,100,86,2.42,RU,2022-02-02 17:40:17
507,Luang Prabang,19.8856,102.1347,64.9,89,10,1.83,LA,2022-02-02 17:40:18
508,Kyakhta,50.3508,106.4494,-5.84,95,99,4.14,RU,2022-02-02 17:40:18
509,Lithgow,-33.4833,150.15,55.08,97,100,2.71,AU,2022-02-02 17:40:19
510,Nemuro,43.3236,145.575,21.9,78,18,11.01,JP,2022-02-02 17:40:19
511,Kupang,-10.1667,123.5833,78.42,81,56,7.94,ID,2022-02-02 17:40:20
512,Williston,48.147,-103.618,0.91,72,50,5.01,US,2022-02-02 17:39:14
513,Bandarban,22.1965,92.2262,56.37,84,0,2.35,BD,2022-02-02 17:40:21
514,The Valley,18.217,-63.0578,84.06,74,40,12.66,AI,2022-02-02 17:40:21
515,Dzilam Gonzalez,21.2833,-88.9333,86.2,47,7,8.95,MX,2022-02-02 17:40:22
516,Alvdal,62.1077,10.6307,10.24,94,60,2.59,NO,2022-02-02 17:40:22
517,Porteirinha,-15.7433,-43.0283,86.25,54,66,2.55,BR,2022-02-02 17:40:23
518,Olinda,-8.0089,-34.8553,85.73,66,40,10.36,BR,2022-02-02 17:40:23
519,Camana,-16.6228,-72.7111,75.22,71,59,10.76,PE,2022-02-02 17:40:24
520,Ostrovnoy,68.0531,39.5131,20.89,86,100,15.64,RU,2022-02-02 17:40:25
521,Ayan,56.45,138.1667,-1.17,66,100,14.76,RU,2022-02-02 17:40:25
522,Cidreira,-30.1811,-50.2056,79.23,73,2,14.81,BR,2022-02-02 17:40:26
523,Ngaoundere,7.3167,13.5833,73.02,22,28,4.52,CM,2022-02-02 17:40:26
524,Sao Felix Do Xingu,-6.6447,-51.995,89.71,51,61,3.15,BR,2022-02-02 17:40:27
525,Tecoanapa,16.5167,-98.75,80.96,60,34,9.4,MX,2022-02-02 17:40:27
526,Vanimo,-2.6741,141.3028,77.07,85,99,2.37,PG,2022-02-02 17:40:28
527,Svetlyy,54.675,20.1347,30.96,77,100,14.47,RU,2022-02-02 17:40:28
528,Apatity,67.5641,33.4031,8.82,95,96,3.06,RU,2022-02-02 17:40:29
529,Noyabrsk,63.1994,75.4507,3.99,97,61,13.33,RU,2022-02-02 17:40:29
530,Yar-Sale,66.8333,70.8333,-7.46,92,97,11.01,RU,2022-02-02 17:40:30
531,Santa Isabel Do Rio Negro,-0.4139,-65.0192,89.62,55,52,4.94,BR,2022-02-02 17:40:30
532,Sonamukhi,23.3,87.4167,67.21,41,2,4.09,IN,2022-02-02 17:40:30
533,Ghanzi,-21.5667,21.7833,77.9,56,88,7.18,BW,2022-02-02 17:40:31
534,Masvingo,-20.0637,30.8277,76.12,61,92,4.36,ZW,2022-02-02 17:40:31
535,Impfondo,1.6381,18.0667,78.46,28,59,2.1,CG,2022-02-02 17:40:32
536,Natal,-5.795,-35.2094,88.45,62,20,17.27,BR,2022-02-02 17:40:32
537,Anadyr,64.75,177.4833,4.93,63,0,15.23,RU,2022-02-02 17:40:33
538,Kathmandu,27.7167,85.3167,46.62,87,75,2.3,NP,2022-02-02 17:38:48
539,Oktyabrskoye,43.0645,44.7417,30.34,92,78,4.47,RU,2022-02-02 17:40:33
540,Culebra,18.303,-65.301,85.66,75,3,13.58,PR,2022-02-02 17:40:34
541,Dublin,37.7021,-121.9358,57.09,28,1,11.99,US,2022-02-02 17:40:35
542,Biltine,14.5333,20.9167,71.71,13,11,9.42,TD,2022-02-02 17:40:35
543,Gat,31.61,34.7642,56.8,11,100,5.5,IL,2022-02-02 17:40:36
544,Asuncion,-25.3007,-57.6359,99.9,30,75,13.8,PY,2022-02-02 17:40:36
545,Teguldet,57.3064,88.1667,9.63,99,98,3.02,RU,2022-02-02 17:40:37
546,Bridlington,54.0831,-0.1919,51.3,90,100,15.61,GB,2022-02-02 17:40:37
547,Tucumcari,35.1717,-103.725,19.94,79,90,18.41,US,2022-02-02 17:40:38
548,Lokosovo,61.1333,74.8167,20.84,91,100,10.33,RU,2022-02-02 17:40:38
549,Boqueirao,-7.5,-36.1333,89.15,20,19,7.61,BR,2022-02-02 17:40:39
550,Palmer,42.1584,-72.3287,45.03,70,100,5.21,US,2022-02-02 17:40:39
551,Vestmannaeyjar,63.4427,-20.2734,34.79,80,75,13.8,IS,2022-02-02 17:39:45
552,Esperance,-33.8667,121.9,57.04,72,0,13.31,AU,2022-02-02 17:41:40
553,Birjand,32.8663,59.2211,36.07,80,0,4.61,IR,2022-02-02 17:41:41
554,Urengoy,65.9667,78.3667,-16.71,99,87,7.45,RU,2022-02-02 17:41:41
555,Causapscal,48.3542,-67.227,29.64,91,100,12.91,CA,2022-02-02 17:41:42
556,Zelenogorskiy,55.0333,87.0,14.52,100,91,2.37,RU,2022-02-02 17:41:42
557,Padang,-0.9492,100.3543,77.88,87,88,4.32,ID,2022-02-02 17:41:43
558,Tangi,34.3006,71.6536,51.8,50,100,5.08,PK,2022-02-02 17:41:43
559,Shitanjing,39.2342,106.3439,15.6,24,5,5.91,CN,2022-02-02 17:41:44
560,Kalulushi,-12.8378,28.0919,65.7,94,83,1.57,ZM,2022-02-02 17:41:45
561,Walvis Bay,-22.9575,14.5053,74.35,56,0,13.8,NA,2022-02-02 17:41:45
562,Port Hedland,-20.3167,118.5667,78.85,94,100,5.75,AU,2022-02-02 17:41:46
563,Jeremie,18.65,-74.1167,80.92,67,13,5.55,HT,2022-02-02 17:41:46
564,Potosi,-19.5836,-65.7531,52.66,66,40,11.5,BO,2022-02-02 17:39:29
565,Shenzhen,22.5455,114.0683,58.14,97,100,5.17,CN,2022-02-02 17:40:20
566,Bestobe,52.4994,73.0975,7.5,91,100,5.55,KZ,2022-02-02 17:41:47
567,Solnechnyy,50.7214,136.6319,-8.48,98,79,2.8,RU,2022-02-02 17:41:48
568,Luau,-10.7073,22.2247,66.76,96,89,3.44,AO,2022-02-02 17:38:41
569,Linguere,15.3953,-15.1193,98.82,19,0,16.11,SN,2022-02-02 17:41:49
570,Bundaberg,-24.85,152.35,75.49,95,100,1.01,AU,2022-02-02 17:41:49
571,Dwarka,22.2394,68.9678,73.29,78,1,14.5,IN,2022-02-02 17:41:50
572,Mufumbwe,-13.6833,24.8,67.14,93,98,2.28,ZM,2022-02-02 17:41:50
573,Yeppoon,-23.1333,150.7333,74.98,82,100,1.63,AU,2022-02-02 17:41:51
574,Erdenet,49.0333,104.0833,-8.12,90,16,4.72,MN,2022-02-02 17:41:51
575,Kamaishi,39.2667,141.8833,30.87,59,41,9.35,JP,2022-02-02 17:41:52
576,Kermanshah,34.3142,47.065,34.7,63,0,0.0,IR,2022-02-02 17:41:53
577,Mapiripan,2.8892,-72.1256,99.05,24,54,8.05,CO,2022-02-02 17:41:53
578,Halmstad,56.6745,12.8568,34.9,91,75,3.44,SE,2022-02-02 17:41:54
579,Beira,-19.8436,34.8389,82.49,78,20,9.22,MZ,2022-02-02 17:41:54
580,Cooma,-36.2333,149.1333,47.97,87,100,8.05,AU,2022-02-02 17:41:55
581,Banepa,27.6298,85.5214,44.92,87,75,2.3,NP,2022-02-02 17:41:56
582,Bon Air,37.5249,-77.5578,51.67,65,0,1.99,US,2022-02-02 17:41:56
